基金代码,基金简称,基金类型,资产规模(亿),基金管理人,基金净值,基金经理(最近连续最长任职),基金经理的上任时间,近三年标准差,近三年夏普,近三年涨幅,近五年涨幅
002807,融通通安债券,债券型-长债,10.19,融通基金,1.0160,黄浩荣,2017-07-28,0.90%,2.49,11.65%,20.51%
006124,国联高股息混合C,混合型-偏股,2.46,国联基金,1.0160,杜超,2023-11-07,22.48%,-0.60,-31.91%,None
015934,中泰安悦6个月定开债C,债券型-长债,0.00,中泰证券(上海)资管,1.0160,蔡凤仪,2022-09-19,None,None,None,None
016315,同泰泰裕三个月定开债C,债券型-长债,0.01,同泰基金,1.0160,马毅,2024-01-23,None,None,None,None
010919,鹏华招润一年持有期混合A,混合型-偏债,0.94,鹏华基金,1.0160,杨雅洁,2023-12-01,3.17%,-0.34,1.28%,None
015493,中航瑞发3个月定开债C,债券型-长债,0.03,中航基金,1.0160,汪术勤,2022-09-08,None,None,None,None
006663,易方达安悦超短债C,债券型-中短债,13.78,易方达基金,1.0159,刘朝阳,2018-12-05,0.20%,4.74,7.52%,13.45%
006123,国联高股息混合A,混合型-偏股,1.56,国联基金,1.0159,杜超,2023-11-07,22.48%,-0.57,-30.35%,None
005138,前海开源弘丰债券A,债券型-混合二级,0.09,前海开源基金,1.0159,史延,2020-07-20,4.19%,-0.35,0.06%,8.69%
016830,广发恒裕一年持有期混合A,混合型-偏债,1.59,广发基金,1.0159,邱世磊,2023-06-13,None,None,None,None
019939,长信120天滚动持有债券A,债券型-长债,0.86,长信基金,1.0159,杜国昊,2023-12-13,None,None,None,None
001880,长城中国智造灵活配置混合A,混合型-灵活,1.21,长城基金,1.0158,雷俊,2020-01-20,31.07%,-0.90,-60.33%,-4.05%
008596,平安乐顺39个月定开债A,债券型-长债,84.46,平安基金,1.0158,段玮婧,2019-12-25,0.18%,7.83,9.09%,None
011281,华宝双债增强债券C,债券型-混合二级,0.10,华宝基金,1.0158,李栋梁,2021-04-23,4.89%,-0.25,0.90%,None
007480,中加优享纯债债券A,债券型-长债,0.11,中加基金,1.0158,张楠,2022-12-05,0.69%,1.01,6.75%,None
970115,信达睿益鑫享混合,混合型-偏债,0.52,信达证券,1.0158,王琳,2022-02-22,None,None,None,None
014502,泰信汇盈债券A,债券型-长债,5.29,泰信基金,1.0158,张安格,2022-03-21,None,None,None,None
017913,华夏稳进增益一年持有混合C,混合型-偏债,1.25,华夏基金,1.0158,宋洋,2023-08-11,None,None,None,None
019752,海富通悦享一年持有期混合A,混合型-偏债,1.17,海富通基金,1.0158,江勇,2023-12-12,None,None,None,None
005695,华安睿明两年定开混合A,混合型-灵活,3.90,华安基金,1.0157,陆奔,2020-01-23,None,None,-7.51%,67.79%
007910,大成有色金属期货ETF联接A,指数型-其他,0.22,大成基金,1.0157,李绍,2019-10-30,13.49%,-0.41,-11.66%,None
012604,浙商兴盛一年定开债券型发起式,债券型-长债,30.56,浙商基金,1.0157,陈亚芳,2021-08-25,None,None,None,None
014896,浙商兴盈6个月定开债券A,债券型-长债,3.05,浙商基金,1.0157,朱靖宇,2023-10-13,None,None,None,None
007525,易方达年年恒夏一年定开债A,债券型-长债,30.75,易方达基金,1.0156,李一硕,2019-07-11,0.60%,4.09,12.36%,None
009829,长城优选增强六个月持有混合A,混合型-偏债,1.87,长城基金,1.0155,马强,2020-11-04,3.85%,-0.41,-0.21%,None
015706,诺德安元纯债债券,债券型-长债,5.67,诺德基金,1.0155,景辉,2022-05-16,None,None,None,None
007517,博时富淳3个月定开债,债券型-长债,20.26,博时基金,1.0155,郭思洁,2021-02-25,None,None,11.72%,None
016864,华安招裕一年持有混合C,混合型-偏债,4.65,华安基金,1.0155,吴文明,2023-03-28,None,None,None,None
016683,天弘广盈六个月持有混合C,混合型-偏债,0.69,天弘基金,1.0155,杜广,2023-06-29,None,None,None,None
018911,中欧科技成长混合C,混合型-偏股,2.79,中欧基金,1.0155,代云锋,2024-02-02,None,None,None,None
020252,银河中债0-3年政金债指数A,指数型-固收,9.87,银河基金,1.0155,张沛,2023-12-27,None,None,None,None
020046,广发添盈180天持有债券A,债券型-长债,0.96,广发基金,1.0155,郎振东,2024-01-30,None,None,None,None
005990,申万菱信安泰惠利纯债C,债券型-长债,0.00,申万菱信基金,1.0154,唐俊杰,2019-01-25,0.57%,3.12,10.16%,18.42%
007526,易方达年年恒夏一年定开债C,债券型-长债,0.22,易方达基金,1.0154,李一硕,2019-07-11,0.59%,3.62,11.36%,None
008597,平安乐顺39个月定开债C,债券型-长债,0.01,平安基金,1.0154,段玮婧,2019-12-25,0.18%,7.55,8.81%,None
004567,新华安享惠泽39个月定开债A,债券型-长债,64.44,新华基金,1.0154,李洁,2020-05-12,None,None,8.11%,None
009124,华泰保兴科荣混合A,混合型-偏债,3.46,华泰保兴基金,1.0154,赵旭照,2020-05-11,4.39%,0.22,7.51%,None
008102,中金鑫福87个月定开债,债券型-长债,80.34,中金基金,1.0154,董珊珊,2020-08-03,None,None,12.98%,None
009806,东方红招盈甄选一年混合A,混合型-偏债,6.77,东方红资产管理,1.0154,胡伟,2020-09-17,2.79%,-0.43,0.89%,None
012806,招商添呈1年定开债,债券型-长债,30.48,招商基金,1.0154,黄晓婷,2021-09-08,None,None,None,None
014505,中银收益混合C,混合型-灵活,4.77,中银基金,1.0154,黄珺,2021-12-29,None,None,None,None
015446,申万菱信绿色纯债债券发起式C,债券型-长债,0.00,申万菱信基金,1.0154,沈科,2022-08-30,None,None,None,None
016425,广发集汇债券C,债券型-混合二级,0.23,广发基金,1.0154,姚秋,2022-11-08,None,None,None,None
017688,永赢昭利债券C,债券型-长债,0.00,永赢基金,1.0154,杨凡颖,2023-01-10,None,None,None,None
019342,富国价值发现混合A,混合型-偏股,1.70,富国基金,1.0154,刘莉莉,2024-02-06,None,None,None,None
003441,招商招享纯债C,债券型-长债,0.02,招商基金,1.0153,王闯,2022-11-11,None,None,None,None
012856,银华顺益一年定开债,债券型-长债,43.67,银华基金,1.0153,瞿灿,2021-11-26,None,None,None,None
014321,德邦周期精选混合发起式A,混合型-偏股,0.26,德邦基金,1.0153,吴志鹏,2023-04-13,None,None,None,None
014494,万家鑫丰纯债E,债券型-长债,0.00,万家基金,1.0153,周慧,2023-06-10,None,None,None,None
015982,国泰君安稳债双利6个月持有债券发起A,债券型-混合二级,0.40,上海国泰君安资管,1.0153,周一洋,2023-08-08,None,None,None,None
018426,国泰君安安裕纯债一年定开债券,债券型-中短债,40.48,上海国泰君安资管,1.0153,朱莹,2023-09-21,None,None,None,None
008219,西部利得尊逸三年定开债券,债券型-长债,80.29,西部利得基金,1.0152,刘心峰,2019-12-06,0.20%,6.76,8.71%,None
014480,华夏鼎优债券A,债券型-长债,28.89,华夏基金,1.0152,张海静,2022-04-22,None,None,None,None
017122,南方贤元一年持有债券C,债券型-混合二级,0.02,南方基金,1.0152,黄斌斌,2023-05-30,None,None,None,None
018945,博时远见成长混合C,混合型-偏股,0.44,博时基金,1.0152,曾豪,2023-08-29,None,None,None,None
018773,南方惠享稳健添利债券C,债券型-混合二级,0.90,南方基金,1.0152,刘建岩,2023-10-24,None,None,None,None
020544,财通资管中债1-3年国开债E,指数型-固收,0.00,财通资管,1.0152,宫志芳,2024-01-12,None,None,None,None
020355,农银瑞益一年持有混合C,混合型-偏债,1.31,农银汇理基金,1.0152,刘莎莎,2024-01-24,None,None,None,None
021019,广发汇兴3个月定期开放债券C,债券型-长债,0.00,广发基金,1.0152,赵子良,2024-03-15,None,None,None,None
161911,万家强化收益定开债,债券型-长债,3.08,万家基金,1.0151,陈奕雯,2019-02-21,0.45%,3.46,9.43%,19.10%
340001,兴全可转债混合,混合型-偏债,30.04,兴证全球基金,1.0151,虞淼,2019-01-16,9.28%,-0.32,-4.30%,27.27%
001794,兴银朝阳债券,债券型-长债,5.18,兴银基金管理,1.0151,李文程,2020-01-08,0.74%,2.82,11.19%,19.74%
014848,宏利闽利一年定开债券发起式,债券型-长债,10.20,宏利基金,1.0151,高春梅,2023-12-25,None,None,None,None
008933,天弘中债1-3年国开债发起A,指数型-固收,46.28,天弘基金,1.0151,刘洋,2020-04-22,0.68%,2.51,9.91%,None
016015,博远利兴纯债一年定开债发起,债券型-长债,35.48,博远基金,1.0151,黄婧丽,2022-08-08,None,None,None,None
015791,天弘中债1-3年国开债发起C,指数型-固收,0.06,天弘基金,1.0151,刘洋,2022-05-27,None,None,None,None
017799,易方达恒固18个月封闭式债券C,债券型-混合一级,1.95,易方达基金,1.0151,纪玲云,2023-03-06,None,None,None,None
017807,南方恒泽18个月封闭式债券A,债券型-混合一级,39.79,南方基金,1.0151,陶铄,2023-02-23,None,None,None,None
017265,招商瑞成1年持有期混合A,混合型-偏债,2.75,招商基金,1.0151,尹晓红,2023-07-31,None,None,None,None
019286,平安惠旭纯债C,债券型-长债,0.02,平安基金,1.0151,李瑾懿,2023-11-28,None,None,None,None
019121,国寿安保中证同业存单AAA指数7天持有期,指数型-固收,1.22,国寿安保基金,1.0151,张英,2023-12-04,None,None,None,None
000266,易方达恒久添利1年定开债C,债券型-长债,0.06,易方达基金,1.0150,藏海涛,2020-02-29,0.82%,3.03,12.47%,22.26%
004079,万家鑫丰纯债A,债券型-长债,9.88,万家基金,1.0150,周慧,2023-06-10,0.97%,0.53,6.17%,15.64%
001178,前海开源再融资股票,股票型,5.21,前海开源基金,1.0150,邱杰,2015-05-18,24.35%,-0.53,-30.43%,-8.72%
010069,工银双盈债券C,债券型-混合二级,0.09,工银瑞信基金,1.0150,吕焱,2023-12-11,3.37%,-0.47,-0.28%,None
010081,泰康浩泽混合A,混合型-偏债,2.77,泰康基金,1.0150,蒋利娟,2021-06-02,None,None,1.42%,None
012069,天弘安康颐享12个月持有A,混合型-偏债,8.39,天弘基金,1.0150,姜晓丽,2021-06-08,None,None,2.64%,None
013785,东方红优质甄选一年持有混合C,混合型-偏债,0.00,东方红资产管理,1.0150,王佳骏,2021-10-28,None,None,None,None
019210,浦银安盛沪深300指数增强C,指数型-股票,0.20,浦银安盛基金,1.0150,罗雯,2023-08-28,None,None,None,None
004080,万家鑫丰纯债C,债券型-长债,0.00,万家基金,1.0149,周慧,2023-06-10,0.97%,0.31,5.51%,14.49%
865048,光大阳光北斗星9个月持有债A,债券型-混合二级,1.44,上海光大证券资产管理,1.0149,张丁,2022-09-01,None,None,None,None
018348,富安达中证同业存单AAA指数7天持有期,指数型-固收,0.65,富安达基金,1.0149,康佳燕,2023-06-14,None,None,None,None
018261,国联融誉双华6个月持有债券C,债券型-混合二级,4.61,国联基金,1.0149,潘巍,2023-08-23,None,None,None,None
019761,中信建投质选成长混合发起式C,混合型-偏股,0.01,中信建投基金,1.0149,周户,2023-12-01,None,None,None,None
020327,华泰保兴尊益利率债6个月持有债券A,债券型-长债,1.86,华泰保兴基金,1.0149,周咏梅,2024-02-06,None,None,None,None
019972,海富通产业优选混合A,混合型-偏股,2.21,海富通基金,1.0149,胡耀文,2023-12-25,None,None,None,None
003549,浙商惠裕纯债A,债券型-长债,0.05,浙商基金,1.0148,孙志刚,2023-12-07,0.65%,3.20,11.09%,20.21%
005238,银华医疗健康量化优选C,股票型,0.15,银华基金,1.0148,马君,2017-11-09,22.68%,-1.01,-51.57%,-1.26%
008693,民生加银39个月定期纯债,债券型-长债,80.69,民生加银基金,1.0148,张玓,2021-02-22,0.22%,6.22,8.80%,None
009254,蜂巢添禧87个月定开,债券型-长债,80.95,蜂巢基金,1.0148,李磊,2024-06-25,None,None,13.60%,None
020262,平安鑫惠90天持有债券A,债券型-混合一级,8.33,平安基金,1.0148,田元强,2024-01-18,None,None,None,None
020186,上银国企红利混合发起式A,混合型-偏股,0.16,上银基金,1.0148,陈博,2024-03-04,None,None,None,None
020861,万家悦兴3个月定期开放债券型发起式D,债券型-长债,30.00,万家基金,1.0148,石东,2024-03-11,None,None,None,None
008265,南方ESG股票C,股票型,1.11,南方基金,1.0147,章晖,2019-12-19,18.15%,-1.09,-45.51%,None
009616,南方0-2年国开债C,指数型-固收,0.25,南方基金,1.0147,朱佳,2020-08-21,0.46%,2.42,8.01%,None
015212,招商安鼎平衡1年持有期混合C,混合型-平衡,0.47,招商基金,1.0147,王刚,2022-03-21,None,None,None,None
020636,鹏华丰恒债券C,债券型-长债,1.48,鹏华基金,1.0147,方昶,2024-01-26,None,None,None,None
020118,南华丰元量化选股混合C,混合型-偏股,3.06,南华基金,1.0147,黄志钢,2024-01-23,None,None,None,None
020761,汇添富丰泰纯债A,债券型-长债,14.79,汇添富基金,1.0147,徐光,2024-03-19,None,None,None,None
020438,光大保德信鼎利90天滚动持有债券A,债券型-长债,2.41,光大保德信基金,1.0147,李怀定,2024-03-26,None,None,None,None
003659,山西策略灵活配置混合,混合型-灵活,0.35,山西证券,1.0146,王翊,2023-11-16,18.30%,-0.90,-38.71%,15.61%
005666,上银慧佳盈债券,债券型-长债,81.53,上银基金,1.0146,楼昕宇,2018-05-17,0.58%,4.00,11.95%,20.45%
008797,国联恒安纯债C,债券型-长债,0.00,国联基金,1.0146,石霄蒙,2021-11-18,0.35%,1.70,6.40%,None
009844,华泰紫金丰安27个月定开债券A,债券型-长债,80.46,华泰证券(上海)资产管理,1.0146,陈利,2020-10-28,None,None,8.53%,None
017298,汇添富添添鑫多元收益9个月持有混合A,混合型-偏债,1.72,汇添富基金,1.0146,宋鹏,2023-06-16,None,None,None,None
015834,汇添富鑫和纯债A,债券型-长债,52.49,汇添富基金,1.0146,杨靖,2022-06-27,None,None,None,None
019940,长信120天滚动持有债券C,债券型-长债,1.24,长信基金,1.0146,杜国昊,2023-12-13,None,None,None,None
020047,广发添盈180天持有债券C,债券型-长债,2.09,广发基金,1.0146,郎振东,2024-01-30,None,None,None,None
003517,国泰润利纯债债券,债券型-长债,7.11,国泰基金,1.0145,魏伟,2023-03-27,0.63%,3.43,11.34%,19.58%
010468,国富恒博63个月定期开放债券,债券型-长债,81.12,国海富兰克林基金,1.0145,沈竹熙,2020-11-19,None,None,12.19%,None
005428,渤海汇金汇添益3个月定开,债券型-长债,20.27,渤海汇金,1.0145,周珂,2021-01-28,None,None,16.14%,19.90%
900026,中信证券信盈一年持有债券,债券型-混合一级,2.10,中信证券资产管理,1.0145,田宇,2021-10-14,None,None,None,None
003574,大成惠利纯债债券A,债券型-长债,20.07,大成基金,1.0145,朱浩然,2022-12-06,0.72%,2.90,11.16%,18.35%
007097,汇添富中债1-3年国开债A,指数型-固收,73.37,汇添富基金,1.0144,李伟,2023-03-02,0.66%,2.56,9.90%,17.02%
008730,天弘纯享一年定开,债券型-长债,20.40,天弘基金,1.0144,潘昱杉,2022-11-12,None,None,10.98%,None
009685,景顺长城景泰宝利一年定开债,债券型-长债,5.05,景顺长城基金,1.0144,赵天彤,2021-12-16,0.76%,3.23,12.34%,None
011354,国联景盛一年持有混合C,混合型-偏债,0.44,国联基金,1.0144,陈薪羽,2023-09-22,None,None,1.76%,None
970121,兴证资管金麒麟恒睿致远一年持有混合C,混合型-偏债,0.01,兴证资管,1.0144,吕晓威,2022-01-10,None,None,None,None
017803,富国汇诚18个月封闭式债券A,债券型-混合一级,62.32,富国基金,1.0144,张洋,2023-02-28,None,None,None,None
020432,上银聚泽益债券,债券型-长债,2.50,上银基金,1.0144,楼昕宇,2024-02-05,None,None,None,None
021165,浙商惠裕纯债D,债券型-长债,None,浙商基金,1.0144,孙志刚,2024-03-29,None,None,None,None
004724,先锋聚元灵活配置混合A,混合型-灵活,0.02,先锋基金,1.0143,刘志强,2022-12-28,24.84%,-0.86,-48.33%,-6.93%
011319,国泰上证综合ETF联接A,指数型-股票,0.89,国泰基金,1.0143,晏曦,2022-02-22,12.84%,-0.10,0.69%,None
012399,南方永元一年持有债券A,债券型-混合二级,9.52,南方基金,1.0143,李健,2021-10-26,None,None,None,None
014808,宏利景气智选18个月持有混合C,混合型-偏股,0.21,宏利基金,1.0143,王鹏,2022-03-29,None,None,None,None
015070,华宝安宜六个月持有债券C,债券型-混合二级,0.37,华宝基金,1.0143,李栋梁,2022-05-26,None,None,None,None
016125,汇泉安盈回报债券C,债券型-混合二级,2.56,汇泉基金,1.0143,杨宇,2023-09-22,None,None,None,None
006984,兴全恒瑞定开债券发起式,债券型-长债,50.22,兴证全球基金,1.0143,季伟杰,2019-06-25,0.73%,3.94,13.72%,22.83%
019443,浙商汇金中证同业存单AAA指数7天持有,指数型-固收,0.99,浙商证券资管,1.0143,程嘉伟,2023-11-21,None,None,None,None
019047,嘉实致裕纯债债券,债券型-长债,73.59,嘉实基金,1.0143,赵国英,2023-12-07,None,None,None,None
020318,鹏华丰宁债券C,债券型-长债,0.00,鹏华基金,1.0143,吴国杰,2023-12-25,None,None,None,None
007719,永赢元利债券A,债券型-长债,30.35,永赢基金,1.0142,牟琼屿,2020-02-28,0.70%,2.12,9.21%,None
019885,南方恩元债券发起,债券型-长债,60.98,南方基金,1.0143,黄河,2023-11-24,None,None,None,None
012594,招商瑞享1年持有期混合A,混合型-偏债,3.31,招商基金,1.0142,余芽芳,2022-01-25,None,None,None,None
018394,富国稳健添利债券C,债券型-混合二级,0.87,富国基金,1.0142,刘兴旺,2023-05-30,None,None,None,None
014897,浙商兴盈6个月定开债券C,债券型-长债,0.01,浙商基金,1.0142,朱靖宇,2023-10-13,None,None,None,None
019350,中信保诚瑞丰6个月混合C,混合型-偏债,1.74,中信保诚基金,1.0142,提云涛,2023-11-28,None,None,None,None
009679,浙商惠隆39个月定开债券,债券型-长债,80.57,浙商基金,1.0142,赵柳燕,2020-10-12,None,None,10.15%,None
009615,南方0-2年国开债A,指数型-固收,19.07,南方基金,1.0141,朱佳,2020-08-21,0.46%,2.63,8.34%,None
009845,华泰紫金丰安27个月定开债券C,债券型-长债,0.01,华泰证券(上海)资产管理,1.0141,陈利,2020-10-28,None,None,8.21%,None
000390,华商优势行业混合,混合型-灵活,84.16,华商基金,1.0140,周海栋,2016-08-05,20.98%,0.28,23.62%,155.82%
004780,招商招利一年理财债券,债券型-中短债,79.37,招商基金,1.0140,曹晋文,2023-02-14,0.14%,3.95,6.24%,15.52%
