代码,基金名称,基金分类,晨星评级(三年),晨星评级(五年),净值日期,单位净值(元),净值日变动(元),今年以来回报(%)
14593.0,西部利得聚优一年持有期混合,沪港深保守混合,0,0,2024-07-04,0.9697,-0.0005,0.72
15823.0,银华中证同业存单AAA指数7天持有期,短债,0,0,2024-07-04,1.0519,0.0000,1.34
15827.0,中欧中证同业存单AAA指数7天持有,短债,0,0,2024-07-04,1.0445,0.0000,1.35
15756.0,景顺长城景气成长混合C,沪港深积极配置,0,0,2024-07-04,0.8150,-0.0054,-7.20
15542.0,东兴兴福一年定期开放债券C,普通债券（封闭式）,0,0,2024-07-04,1.2927,0.0004,3.64
14968.0,中信建投景润3个月定开债券A,纯债（封闭式）,0,0,2024-07-04,1.0488,-0.0001,2.19
14969.0,中信建投景润3个月定开债券C,纯债（封闭式）,0,0,2024-07-04,1.0441,-0.0001,2.06
159621.0,国泰MSCI中国A股ESG通用ETF,大盘成长股票,0,0,2024-07-04,0.8564,-0.0051,0.91
14710.0,平安惠韵纯债A,纯债,0,0,2024-07-04,1.0270,-0.0002,2.15
14711.0,平安惠韵纯债C,纯债,0,0,2024-07-04,1.0600,-0.0002,1.91
15668.0,银河消费驱动混合C,行业混合 - 消费,0,0,2024-07-04,1.3010,-0.0340,-30.09
15669.0,银河蓝筹混合C,积极配置 - 大盘成长,0,0,2024-07-04,3.0500,-0.0250,-11.26
15693.0,鹏华中证800证券保险指数（LOF）C,行业股票 - 金融地产,0,0,2024-07-04,0.9327,-0.0141,-9.27
15670.0,银河行业混合C,积极配置 - 大盘成长,0,0,2024-07-04,0.6690,-0.0060,-13.23
15678.0,鹏华中证高铁产业指数（LOF）C,大盘价值股票,0,0,2024-07-04,1.0752,-0.0091,8.06
15677.0,鹏华中证一带一路主题指数（LOF）C,大盘价值股票,0,0,2024-07-04,1.1287,-0.0013,17.57
15754.0,上银内需增长股票C,行业股票 - 消费,0,0,2024-07-04,0.7011,-0.0027,-2.60
15748.0,上银可转债精选债券C,可转债,0,0,2024-07-04,0.6957,-0.0070,-11.24
15753.0,上银鑫达灵活配置混合C,行业混合 - 消费,0,0,2024-07-04,1.0006,-0.0071,-4.60
15745.0,上银鑫卓混合C,积极配置 - 大盘成长,0,0,2024-07-04,1.4181,-0.0011,16.81
970152.0,财信证券30天持有期债券,普通债券,0,0,2024-07-04,1.0387,0.0000,1.20
15160.0,南方宝嘉混合A,沪港深保守混合,0,0,2024-07-04,0.9755,-0.0010,4.40
513220.0,招商中证全球中国互联网ETF（QDII）,QDII行业股票,0,0,2024-07-03,0.9051,0.0218,5.29
15161.0,南方宝嘉混合C,沪港深保守混合,0,0,2024-07-04,0.9677,-0.0009,4.19
970166.0,招商资管增益添彩一个月持有期中短债债券C,普通债券,0,0,2024-07-04,1.0431,0.0001,1.65
970165.0,招商资管增益添彩一个月持有期中短债债券A,普通债券,0,0,2024-07-04,1.0499,0.0001,1.79
14462.0,光大保德信汇佳混合A,沪港深积极配置,0,0,2024-07-04,0.9683,-0.0039,0.13
882118.0,招商资管增益添彩一个月持有期中短债债券D,普通债券,0,0,2024-07-04,1.0631,0.0001,1.85
14059.0,富国安慧短债债券A,短债,0,0,2024-07-04,1.0633,0.0001,1.77
14463.0,光大保德信汇佳混合C,沪港深积极配置,0,0,2024-07-04,0.9556,-0.0039,-0.17
15757.0,富国智华稳进12个月持有期混合（FOF）A,保守混合,0,0,2024-07-03,1.0138,-0.0012,1.24
14510.0,圆信永丰聚兴一年期定开债,纯债（封闭式）,0,0,2024-07-04,1.0200,0.0002,2.69
14060.0,富国安慧短债债券C,短债,0,0,2024-07-04,1.0589,0.0001,1.67
14467.0,工银行业优选混合C,沪港深积极配置,0,0,2024-07-04,0.8069,-0.0004,1.34
15758.0,富国智华稳进12个月持有期混合（FOF）C,保守混合,0,0,2024-07-03,1.0056,-0.0011,1.03
15829.0,永赢新能源智选混合C,沪港深积极配置,0,0,2024-07-04,0.4280,-0.0125,-19.49
14466.0,工银行业优选混合A,沪港深积极配置,0,0,2024-07-04,0.8168,-0.0003,1.66
15618.0,永赢卓越臻选股票C,沪港深股票,0,0,2024-07-04,0.5840,-0.0103,-19.96
15828.0,永赢新能源智选混合A,沪港深积极配置,0,0,2024-07-04,0.4314,-0.0126,-19.35
14965.0,国投瑞银顺和一年定开债,纯债（封闭式）,0,0,2024-07-04,1.0227,0.0000,2.33
15617.0,永赢卓越臻选股票A,沪港深股票,0,0,2024-07-04,0.5901,-0.0104,-19.75
14452.0,天弘惠享一年定开债券,普通债券（封闭式）,0,0,2024-07-04,1.0203,0.0001,3.46
15580.0,中金金誉债券,纯债,0,0,2024-07-04,1.0119,-0.0001,1.57
15815.0,浦银稳鑫120天滚动持有中短债A,短债,0,0,2024-07-04,1.0780,0.0001,1.78
513260.0,汇添富恒生科技ETF（QDII）,QDII行业股票,0,0,2024-07-04,0.9396,0.0060,-1.88
15816.0,浦银稳鑫120天滚动持有中短债C,短债,0,0,2024-07-04,1.0735,0.0001,1.69
513290.0,汇添富纳斯达克生物科技ETF（QDII）,QDII行业股票,0,0,2024-07-03,1.1619,-0.0086,3.01
513280.0,汇添富恒生香港上市生物科技ETF（QDII）,QDII行业股票,0,0,2024-07-04,0.5620,-0.0069,-27.68
15243.0,东兴连裕6个月滚动持有债A,普通债券,0,0,2024-07-04,1.0926,0.0001,1.74
15244.0,东兴连裕6个月滚动持有债C,普通债券,0,0,2024-07-04,1.0857,0.0001,1.58
15404.0,嘉实90天滚动持有短债A,短债,0,0,2024-07-04,1.0736,0.0001,1.68
15405.0,嘉实90天滚动持有短债C,短债,0,0,2024-07-04,1.0693,0.0001,1.56
15872.0,景顺长城国证新能源车电池ETF联接C,行业股票 - 其它,0,0,2024-07-04,0.4802,-0.0037,-13.43
15871.0,景顺长城国证新能源车电池ETF联接A,行业股票 - 其它,0,0,2024-07-04,0.4813,-0.0037,-13.37
15768.0,长信内需成长混合C,沪港深积极配置,0,0,2024-07-04,1.4450,0.0079,5.93
15808.0,汇添富中证电池主题ETF联接基金D,行业股票 - 其它,0,0,2024-07-04,0.4015,-0.0055,-19.49
15090.0,易方达优势长兴三个月持有混合（FOF）A,积极配置 - 大盘成长,0,0,2024-07-03,0.8156,-0.0055,-3.30
15875.0,汇添富中证同业存单AAA指数7天持有期,短债,0,0,2024-07-04,1.0454,0.0000,1.31
15091.0,易方达优势长兴三个月持有混合（FOF）C,积极配置 - 大盘成长,0,0,2024-07-03,0.8090,-0.0054,-3.48
15861.0,嘉实中证同业存单AAA指数7天持有期,短债,0,0,2024-07-04,1.0494,0.0000,1.26
15863.0,华泰柏瑞中证同业存单AAA指数7天持有期,短债,0,0,2024-07-04,1.0493,0.0000,1.44
14763.0,鹏华鑫华一年持有期混合A,沪港深保守混合,0,0,2024-07-04,0.9838,-0.0002,4.24
14764.0,鹏华鑫华一年持有期混合C,沪港深保守混合,0,0,2024-07-04,0.9759,-0.0001,4.04
15620.0,英大安悦纯债债券A,纯债,0,0,2024-07-04,1.0482,-0.0002,2.50
15621.0,英大安悦纯债债券C,纯债,0,0,2024-07-04,1.0215,-0.0002,2.30
15848.0,天弘合益债券型证券投资D,纯债,0,0,2024-07-04,1.0359,0.0000,2.05
15775.0,景顺长城品质成长混合C,沪港深积极配置,0,0,2024-07-04,1.0642,-0.0031,0.74
15661.0,天弘同利债券（LOF）D,纯债,0,0,2024-07-04,1.2471,0.0000,2.50
970151.0,方正证券鑫享三个月滚动债券E,普通债券,0,0,2024-01-15,1.0321,-,-
970150.0,方正证券鑫享三个月滚动债券C,普通债券,0,0,2024-07-04,1.0517,0.0001,1.24
15129.0,国泰君安善远平衡配置一年持有混合（FOF）A,保守混合,0,0,2024-07-02,0.9442,-0.0027,-1.46
970157.0,国元元增利货币,货币市场,0,0,2024-07-04,1.0000,0.0000,0.59
850011.0,海通现金宝货币,货币市场,0,0,2024-07-04,1.0000,0.0000,0.75
15130.0,国泰君安善远平衡配置一年持有混合（FOF）C,保守混合,0,0,2024-07-02,0.9369,-0.0027,-1.65
13384.0,恒生前海高端制造混合C,沪港深积极配置,0,0,2024-07-04,0.5325,-0.0008,-19.66
13383.0,恒生前海高端制造混合A,沪港深积极配置,0,0,2024-07-04,0.5368,-0.0009,-19.51
159632.0,华安纳斯达克100ETF（QDII）,QDII美国股票,0,0,2024-07-03,1.6581,0.0148,20.42
15864.0,华宝中证同业存单AAA指数7天持有期,短债,0,0,2024-07-04,1.0441,0.0000,1.13
970163.0,湘财天天盈货币,货币市场,0,0,2024-07-04,1.0000,0.0000,0.65
15876.0,富国中证消费电子主题ETF联接A,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.8554,-0.0055,-2.02
15877.0,富国中证消费电子主题ETF联接C,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.8519,-0.0055,-2.13
15881.0,中欧小盘成长混合C,沪港深积极配置,0,0,2024-07-04,0.7888,-0.0129,-18.75
15880.0,中欧小盘成长混合A,沪港深积极配置,0,0,2024-07-04,0.7983,-0.0131,-18.51
15850.0,农银行业轮动混合C,积极配置 - 大盘成长,0,0,2024-07-04,5.8031,-0.0535,-9.57
15817.0,财通资管瑞享12个月定期开放混合C,保守混合（封闭式）,0,0,2024-06-30,1.3439,0.0002,0.45
15774.0,长信多利灵活配置混合E,沪港深灵活配置,0,0,2024-07-04,1.2193,-0.0059,-2.02
15791.0,天弘中债1-3年国开行债券指数C,短债,0,0,2024-07-04,1.0154,0.0000,2.14
15772.0,银华互联网主题灵活配置混合C,积极配置 - 大盘成长,0,0,2024-07-04,1.1660,-0.0010,-4.66
15784.0,中信建投中证1000指数增强A,中盘成长股票,0,0,2024-07-04,0.8289,-0.0176,-12.79
15785.0,中信建投中证1000指数增强C,中盘成长股票,0,0,2024-07-04,0.8223,-0.0174,-12.97
15660.0,中信建投景晟债券C,纯债,0,0,2024-07-04,1.0369,0.0000,1.85
15659.0,中信建投景晟债券A,纯债,0,0,2024-07-04,1.0319,0.0000,1.97
15866.0,中信建投景泰债券C,纯债,0,0,2024-07-04,1.0488,0.0001,1.66
15865.0,中信建投景泰债券A,纯债,0,0,2024-07-04,1.0542,0.0002,1.82
15896.0,天弘中证细分化工指数A,行业股票 - 其它,0,0,2024-07-04,0.6137,-0.0043,-5.04
159615.0,南方恒生香港上市生物科技ETF（QDII）,QDII行业股票,0,0,2024-07-04,0.5767,-0.0070,-27.59
15782.0,创金合信稳健添利债券A,积极债券,0,0,2024-07-04,1.0302,-0.0031,-0.03
15897.0,天弘中证细分化工指数C,行业股票 - 其它,0,0,2024-07-04,0.6112,-0.0043,-5.14
15783.0,创金合信稳健添利债券C,积极债券,0,0,2024-07-04,1.0320,-0.0032,0.08
15902.0,博时优质精选混合A,沪港深积极配置,0,0,2024-07-04,0.8319,-0.0029,-1.45
14885.0,长盛匠心研究混合A,沪港深积极配置,0,0,2024-07-04,0.7463,-0.0076,-9.30
15903.0,博时优质精选混合C,沪港深积极配置,0,0,2024-07-04,0.8225,-0.0028,-1.74
14886.0,长盛匠心研究混合C,沪港深积极配置,0,0,2024-07-04,0.7404,-0.0075,-9.48
14778.0,国寿安保安和纯债,纯债,0,0,2024-07-04,1.0452,-0.0002,2.51
14590.0,招商成长先导股票C,沪港深股票,0,0,2024-07-04,0.6298,-0.0153,-27.65
14589.0,招商成长先导股票A,沪港深股票,0,0,2024-07-04,0.6397,-0.0155,-27.36
15870.0,富安达先进制造混合A,积极配置 - 大盘成长,0,0,2024-07-04,0.6533,-0.0023,-10.51
15886.0,富安达先进制造混合C,积极配置 - 大盘成长,0,0,2024-07-04,0.6467,-0.0023,-10.73
14876.0,长城瑞利债券A,纯债,0,0,2024-07-04,1.0432,0.0000,2.63
14877.0,长城瑞利债券C,纯债,0,0,2024-07-04,1.0647,-0.0001,2.46
970168.0,兴证资管金麒麟悦享添利30天滚动持有债券A,普通债券,0,0,2024-07-04,1.0601,0.0001,1.44
970169.0,兴证资管金麒麟悦享添利30天滚动持有债券B,普通债券,0,0,2024-07-04,1.1914,0.0001,1.59
970170.0,兴证资管金麒麟悦享添利30天滚动持有债券C,普通债券,0,0,2024-07-04,1.0557,0.0000,1.33
15769.0,天弘低碳经济混合A,沪港深积极配置,0,0,2024-07-04,0.7358,-0.0065,-3.36
15770.0,天弘低碳经济混合C,沪港深积极配置,0,0,2024-07-04,0.7299,-0.0064,-3.55
15189.0,浙商智配瑞享一年持有债券（FOF）,积极债券,0,0,2024-07-02,1.0159,0.0006,2.91
159616.0,建信中证农牧主题ETF,行业股票 - 消费,0,0,2024-07-04,0.6342,-0.0116,-12.23
159635.0,华夏中证基建ETF,行业股票 - 其它,0,0,2024-07-04,0.9607,-0.0075,8.71
15780.0,大成ESG责任投资混合A,沪港深积极配置,0,0,2024-07-04,0.9946,-0.0052,0.52
15781.0,大成ESG责任投资混合C,沪港深积极配置,0,0,2024-07-04,0.9825,-0.0052,0.19
15873.0,工银国证新能源车电池ETF联接A,行业股票 - 其它,0,0,2024-07-04,0.4634,-0.0036,-12.86
15874.0,工银国证新能源车电池ETF联接C,行业股票 - 其它,0,0,2024-07-04,0.4606,-0.0036,-13.00
15608.0,信澳转型创新股票C,大盘成长股票,0,0,2024-07-04,0.6680,-0.0040,-13.13
15740.0,国泰中证港股通科技ETF联接C,香港股票,0,0,2024-07-04,0.7604,0.0030,-4.96
15739.0,国泰中证港股通科技ETF联接A,香港股票,0,0,2024-07-04,0.7611,0.0031,-4.86
14669.0,银华专精特新量化优选股票C,沪港深股票,0,0,2024-07-04,0.7336,-0.0242,-22.72
14668.0,银华专精特新量化优选股票A,沪港深股票,0,0,2024-07-04,0.7379,-0.0244,-22.60
15779.0,景顺长城价值边际灵活配置混合C,沪港深灵活配置,0,0,2024-07-04,1.6210,0.0033,19.64
15731.0,景顺长城核心竞争力混合C,积极配置 - 大盘成长,0,0,2024-07-04,3.0930,-0.0090,8.11
15853.0,汇添富稳安三个月持有债券A,普通债券,0,0,2024-07-04,1.0719,0.0001,2.94
15944.0,中银中证同业存单AAA指数7天持有期,短债,0,0,2024-07-04,1.0455,0.0000,1.27
15855.0,汇添富稳安三个月持有债券E,普通债券,0,0,2024-07-04,1.0712,0.0001,2.95
15854.0,汇添富稳安三个月持有债券C,普通债券,0,0,2024-07-04,1.0713,0.0001,2.91
15956.0,国联安中证同业存单AAA指数7天持有期,短债,0,0,2024-07-04,1.0396,0.0000,1.06
15809.0,国泰君安君添利中短债A,短债,0,0,2024-07-04,1.0761,0.0001,2.39
15810.0,国泰君安君添利中短债C,短债,0,0,2024-07-04,1.0714,0.0002,2.29
13214.0,大摩安盈稳固六个月持有期债券A,普通债券,0,0,2024-07-04,1.0456,0.0001,3.15
13215.0,大摩安盈稳固六个月持有期债券C,普通债券,0,0,2024-07-04,1.0375,0.0001,2.94
15955.0,万家中证同业存单AAA指数7天持有期,短债,0,0,2024-07-04,1.0497,0.0000,1.25
513120.0,广发中证香港创新药（QDII-ETF）,QDII行业股票,0,0,2024-07-04,0.5918,-0.0079,-25.91
561700.0,博时中证全指电力公用事业ETF,行业股票 - 其它,0,0,2024-07-04,1.1142,-0.0059,20.91
15259.0,鹏华稳享一年持有期混合C,沪港深保守混合,0,0,2024-07-04,0.9960,0.0009,2.99
15258.0,鹏华稳享一年持有期混合A,沪港深保守混合,0,0,2024-07-04,1.0038,0.0009,3.20
15655.0,富荣医药健康混合A,行业混合 - 医药,0,0,2024-07-04,0.6990,-0.0156,-18.75
15858.0,浦银安盛盛嘉一年定开债券,纯债（封闭式）,0,0,2024-07-04,1.0617,0.0002,2.38
14725.0,广发成长动力三年持有期混合A,沪港深积极配置,0,0,2024-07-04,0.4459,-0.0092,-21.07
15656.0,富荣医药健康混合C,行业混合 - 医药,0,0,2024-07-04,0.6933,-0.0156,-18.92
14678.0,永赢添添悦6个月持有混合A,保守混合,0,0,2024-07-04,1.0616,-0.0008,4.45
14726.0,广发成长动力三年持有期混合C,沪港深积极配置,0,0,2024-07-04,0.4416,-0.0091,-21.27
15959.0,太平嘉和三个月定开债券,积极债券（封闭式）,0,0,2024-07-04,1.0082,-0.0027,0.52
14679.0,永赢添添悦6个月持有混合C,保守混合,0,0,2024-07-04,1.0555,-0.0007,4.29
15576.0,宏利绩优增长灵活配置混合C,积极配置 - 大盘成长,0,0,2024-07-04,1.1751,0.0043,1.29
15601.0,宏利行业精选混合C,积极配置 - 大盘成长,0,0,2024-07-04,6.2440,-0.0449,-7.99
15619.0,宏利红利先锋混合C,积极配置 - 大盘成长,0,0,2024-07-04,0.8710,-0.0140,-14.69
14686.0,招商核心装备混合A,沪港深积极配置,0,0,2024-07-04,0.5778,0.0013,-14.60
14687.0,招商核心装备混合C,沪港深积极配置,0,0,2024-07-04,0.5689,0.0013,-14.95
15715.0,富国成长动力混合C,积极配置 - 大盘成长,0,0,2024-07-04,0.7400,-0.0011,-0.51
15686.0,富国新兴产业股票C,大盘成长股票,0,0,2024-07-04,1.5860,-0.0050,-9.47
561160.0,富国中证电池主题ETF,行业股票 - 其它,0,0,2024-07-04,0.3918,-0.0058,-20.43
15949.0,上银聚恒益一年定开债券,纯债（封闭式）,0,0,2024-07-04,1.0193,0.0001,2.04
15691.0,富国长期成长混合C,沪港深积极配置,0,0,2024-07-04,0.6813,-0.0008,-4.24
15692.0,富国通胀通缩主题混合C,积极配置 - 大盘成长,0,0,2024-07-04,3.1720,-0.0170,-3.44
15960.0,创金合信中证同业存单AAA指数7天持有期,短债,0,0,2024-07-04,1.0313,0.0000,1.28
15914.0,申万菱信养老目标日期2040三年持有期混合（FOF）,目标日期,0,0,2024-07-02,0.9233,-0.0025,-1.53
15690.0,富国中小盘精选混合C,积极配置 - 大盘成长,0,0,2024-07-04,2.3070,-0.0110,-1.54
15689.0,富国价值增长混合C,积极配置 - 大盘成长,0,0,2024-07-04,0.6618,0.0033,-5.36
15937.0,中信保诚鼎利灵活配置混合（LOF）C,灵活配置,0,0,2024-07-04,1.0327,0.0021,-3.70
15936.0,中信保诚弘远混合C,沪港深积极配置,0,0,2024-07-04,0.8818,0.0011,17.65
15935.0,广发景华纯债债券C,信用债,0,0,2024-07-04,1.0226,0.0003,2.36
15978.0,安信恒鑫增强债券A,积极债券,0,0,2024-07-04,1.0462,-0.0004,4.38
15969.0,博时富尊一年定开债,普通债券（封闭式）,0,0,2024-07-01,1.0315,-0.0005,2.43
15979.0,安信恒鑫增强债券C,积极债券,0,0,2024-07-04,1.0442,-0.0005,4.33
14721.0,富国碳中和一年定期开放债券,纯债（封闭式）,0,0,2024-07-04,1.0131,0.0000,2.50
14844.0,银河中债1-5年政金债指数C,利率债,0,0,2024-07-04,1.0135,-0.0001,-2.05
14843.0,银河中债1-5年政金债指数A,利率债,0,0,2024-07-04,1.0025,-0.0001,-2.06
15942.0,上银慧享利30天滚动持有中短债债券A,短债,0,0,2024-07-04,1.0801,0.0001,1.93
15966.0,淳厚中债1-3年政金债指数,利率债,0,0,2024-07-04,1.0352,-0.0001,1.94
15552.0,中加安盈一年定开债券,普通债券（封闭式）,0,0,2024-07-04,1.0128,0.0003,2.59
15943.0,上银慧享利30天滚动持有中短债债券C,短债,0,0,2024-07-04,1.0759,0.0001,1.82
508008.0,国金中国铁建高速 REIT,基础设施REITs（封闭式）,0,0,2024-07-04,8.0940,0.0000,-1.16
15965.0,长城安心回报混合C,积极配置 - 大盘成长,0,0,2024-07-04,1.1890,-0.0067,-7.63
15777.0,财通资管通达未来6个月持有混合（FOF）C,保守混合,0,0,2024-07-03,1.0303,-0.0008,0.38
15776.0,财通资管通达未来6个月持有混合（FOF）A,保守混合,0,0,2024-07-03,1.0390,-0.0008,0.53
15917.0,兴业30天滚动持有中短债A,短债,0,0,2024-07-04,1.0659,0.0001,1.60
15918.0,兴业30天滚动持有中短债C,短债,0,0,2024-07-04,1.0622,0.0001,1.50
14722.0,易方达汇欣平衡养老三年持有混合（FOF）A,标准混合,0,0,2024-07-02,0.9560,-0.0045,-0.45
14723.0,嘉合磐弘一年定开纯债债券,纯债（封闭式）,0,0,2024-07-04,1.0435,0.0001,2.42
970174.0,东证融汇现金管家货币,货币市场,0,0,2024-07-04,1.0000,0.0000,0.50
15882.0,平安盈泽1年持有债券（FOF）A,积极债券,0,0,2024-07-02,1.0099,0.0002,1.96
15883.0,平安盈泽1年持有债券（FOF）C,积极债券,0,0,2024-07-02,1.0020,0.0001,1.75
15663.0,易米开鑫价值优选混合A,沪港深积极配置,0,0,2024-07-04,0.9644,-0.0081,-1.93
15664.0,易米开鑫价值优选混合C,沪港深积极配置,0,0,2024-07-04,0.9551,-0.0081,-2.19
15849.0,富国创新企业灵活配置混合（LOF）C,积极配置 - 大盘成长,0,0,2024-07-04,1.2334,-0.0067,-12.02
15101.0,华泰柏瑞低碳经济智选混合C,沪港深积极配置,0,0,2024-07-04,0.4028,-0.0025,-23.14
15100.0,华泰柏瑞低碳经济智选混合A,沪港深积极配置,0,0,2024-07-04,0.4067,-0.0025,-22.94
562350.0,银华中证全指电力公用事业ETF,行业股票 - 其它,0,0,2024-07-04,1.1190,-0.0059,20.63
16017.0,长盛恒盛利率债C,利率债,0,0,2024-07-04,1.0497,-0.0003,1.46
16016.0,长盛恒盛利率债A,利率债,0,0,2024-07-04,1.0536,-0.0003,1.56
15707.0,安信新能源主题股票A,行业股票 - 其它,0,0,2024-07-04,0.6317,-0.0039,-7.08
15708.0,安信新能源主题股票C,行业股票 - 其它,0,0,2024-07-04,0.6257,-0.0038,-7.28
14744.0,恒生前海兴享混合A,灵活配置,0,0,2024-07-04,0.6364,0.0014,-27.38
14745.0,恒生前海兴享混合C,灵活配置,0,0,2024-07-04,0.6360,0.0013,-27.15
159636.0,工银瑞信国证港股通科技ETF,香港股票,0,0,2024-07-04,0.7719,-0.0026,0.97
15840.0,惠升中债1-5年政策性金融债指数A,利率债,0,0,2024-07-04,1.0362,-0.0002,2.53
15841.0,惠升中债1-5年政策性金融债指数C,利率债,0,0,2024-07-04,1.0348,-0.0003,2.46
16010.0,兴银中证科创创业50指数E,大盘成长股票,0,0,2024-07-04,0.4993,-0.0042,-11.42
14823.0,长信稳兴三个月定开债券A,纯债（封闭式）,0,0,2024-07-04,1.0353,0.0000,2.81
15869.0,中银誉享一年定期开放债券,纯债（封闭式）,0,0,2024-07-04,1.0206,0.0001,2.73
15834.0,汇添富鑫和纯债A,纯债,0,0,2024-07-04,1.0155,-0.0004,2.10
14824.0,长信稳兴三个月定开债券C,纯债（封闭式）,0,0,2024-07-04,1.0334,0.0000,2.68
15997.0,大成中证电池主题指数A,行业股票 - 其它,0,0,2024-07-04,0.4412,-0.0062,-18.90
15835.0,汇添富鑫和纯债C,纯债,0,0,2024-07-04,1.0133,-0.0003,1.88
14785.0,华安添顺债券,纯债,0,0,2024-07-04,1.0555,0.0001,2.66
15998.0,大成中证电池主题指数C,行业股票 - 其它,0,0,2024-07-04,0.4386,-0.0062,-19.02
15790.0,永赢高端装备智选混合C,沪港深积极配置,0,0,2024-07-04,0.5522,-0.0154,-28.22
15789.0,永赢高端装备智选混合A,沪港深积极配置,0,0,2024-07-04,0.5566,-0.0155,-28.06
15895.0,平安中证消费电子主题ETF联接C,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.8542,-0.0053,-2.88
15894.0,平安中证消费电子主题ETF联接A,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.8610,-0.0053,-2.68
15922.0,申万菱信国证2000指数增强C,中盘成长股票,0,0,2024-07-04,0.7481,-0.0203,-19.90
15921.0,申万菱信国证2000指数增强A,中盘成长股票,0,0,2024-07-04,0.7539,-0.0206,-19.75
14959.0,华泰柏瑞益兴三个月定开债券,纯债（封闭式）,0,0,2024-07-04,1.0241,0.0001,2.47
15993.0,博时中证光伏产业指数A,行业股票 - 其它,0,0,2024-07-04,0.4096,-0.0083,-24.93
15994.0,博时中证光伏产业指数C,行业股票 - 其它,0,0,2024-07-04,0.4073,-0.0082,-25.03
15316.0,富国汇享三个月定期开放债券C,纯债（封闭式）,0,0,2024-07-04,1.0431,-0.0001,2.45
15315.0,富国汇享三个月定期开放债券A,纯债（封闭式）,0,0,2024-07-04,1.0483,-0.0002,2.57
562000.0,华宝中证100ETF,大盘平衡股票,0,0,2024-07-04,0.8313,-0.0032,2.00
11563.0,淳厚利加混合A,沪港深保守混合,0,0,2024-07-04,0.9507,-0.0040,-1.77
11564.0,淳厚利加混合C,沪港深保守混合,0,0,2024-07-04,0.9434,-0.0040,-1.96
15298.0,华夏聚泓优选一年持有混合（FOF）C,保守混合,0,0,2024-07-02,1.0041,0.0008,2.91
14784.0,招商远见成长混合C,沪港深积极配置,0,0,2024-07-04,0.6595,-0.0031,-0.80
14957.0,华富消费成长股票A,行业股票 - 消费,0,0,2024-07-04,0.7192,-0.0083,-8.29
15297.0,华夏聚泓优选一年持有混合（FOF）A,保守混合,0,0,2024-07-02,1.0119,0.0008,3.12
15148.0,华安中证1000指数增强A,中盘成长股票,0,0,2024-07-04,0.7001,-0.0154,-20.70
14783.0,招商远见成长混合A,沪港深积极配置,0,0,2024-07-04,0.6695,-0.0031,-0.39
16063.0,华安中证同业存单AAA指数7天持有期,短债,0,0,2024-07-04,1.0449,0.0000,1.29
15629.0,招商添兴6个月定开债,纯债（封闭式）,0,0,2024-07-04,1.0243,0.0001,2.06
14958.0,华富消费成长股票C,行业股票 - 消费,0,0,2024-07-04,0.7079,-0.0083,-8.67
15149.0,华安中证1000指数增强C,中盘成长股票,0,0,2024-07-04,0.6946,-0.0152,-20.87
16009.0,中加博盈一年定开债券,纯债（封闭式）,0,0,2024-06-30,1.0375,0.0001,3.05
15947.0,兴业研究精选混合C,积极配置 - 大盘成长,0,0,2024-07-04,1.0567,-0.0041,-5.42
15950.0,华夏蓝筹混合（LOF）C,积极配置 - 大盘成长,0,0,2024-07-04,1.0830,-0.0160,-13.57
15946.0,兴业国企改革灵活配置混合C,灵活配置,0,0,2024-07-04,2.2570,0.0000,9.40
15945.0,易方达国防军工混合C,积极配置 - 大盘成长,0,0,2024-07-04,1.1210,-0.0150,-18.47
16002.0,博时保证金实时交易型货币C,货币市场,0,0,2024-07-04,1.0000,0.0000,0.92
16018.0,银河康乐股票C,行业股票-医药,0,0,2024-07-04,1.7530,-0.0480,-24.57
15326.0,交银慧选睿信一年持有期混合（FOF）A,标准混合,0,0,2024-07-03,0.8411,-0.0032,-7.64
15327.0,交银慧选睿信一年持有期混合（FOF）C,标准混合,0,0,2024-07-03,0.8314,-0.0031,-7.92
14816.0,财通资管鸿慧中短债C,短债,0,0,2024-07-04,1.0729,0.0001,1.50
14815.0,财通资管鸿慧中短债A,短债,0,0,2024-07-04,1.0817,0.0001,1.70
14817.0,财通资管鸿慧中短债E,短债,0,0,2024-07-04,1.0776,0.0001,1.61
15362.0,汇添富鑫裕一年定开债A,普通债券（封闭式）,0,0,2024-07-04,1.0080,0.0001,2.04
15363.0,汇添富鑫裕一年定开债C,普通债券（封闭式）,0,0,2022-06-27,1.0000,-,-
159620.0,华夏中证智选500成长创新策略ETF,中盘成长股票,0,0,2024-07-04,0.7815,-0.0105,-5.47
15908.0,方正富邦鸿远债券A,积极债券,0,0,2024-07-04,1.0516,-0.0011,3.26
15909.0,方正富邦鸿远债券C,积极债券,0,0,2024-07-04,1.0295,-0.0010,1.70
14788.0,长城产业趋势混合A,沪港深积极配置,0,0,2024-07-04,0.6768,-0.0010,-10.62
14789.0,长城产业趋势混合C,沪港深积极配置,0,0,2024-07-04,0.6691,-0.0009,-10.88
13680.0,华安品质甄选混合A,沪港深积极配置,0,0,2024-07-04,0.7519,-0.0111,-11.71
13681.0,华安品质甄选混合C,沪港深积极配置,0,0,2024-07-04,0.7460,-0.0111,-11.89
